"Nama"	"Alamat"	"Telpon"	"Fax"	"Kota"	"Situs"	"Cabang"	"keg1"	"keg2"	"keg3"	"keg4"	"keg5"	"keg6"	"keg7"	"keg8"	"keg9"	"keg10"	"keg11"	"keg12"
"Lembaga Amil Zakat dan Infaq Malang"	"Jl. Bogowonto No. 45"	"031-5621212"	"031-5681829"	"Surabaya"														
"Lembaga Amil Zakat Al Hijrah"	"Jl. Pasundan 18 Kec. Medan Petisah"	"061-8224668"	"061-77842767"	"Medan"														
"Pusat Zakat Ummat"	" Jl. Perintis Kemerdekaan No. 2"	"(022) 4220704"	"022-4220702"	"Bandung"														
"Lembaga Amil Zakat Yaumil PT Badak LNG"	"Masjid Al Kautsar Komp. PT. Badak LNG"	"0548-5108555"	"0548-552189"	"Bontang"														
"LAZIS Garuda"	"SBU Garuda Sentra Medika, Jl. Angkasa Blok B 15 No. 1 Kemayoran"	"021-4243413"	"021-4243227"	"Jakarta Pusat"	"http://www.Lazisgarudaindonesia.or.id"													
"LAZIS NU"	"Jl. Kramat Raya No. 164"	"021-3102913"	"021-3102913"	"Jakarta Pusat"														
"Lembaga Manajemen Infaq"	"Komplek Ruko Taman Intan Nginden Jl. Nginden Intan Raya N0 12 "	"031-5621212"	"031-5920299"	"Surabaya"	"http://www.lmi-amilzakat.com"													
"Portal Infaq"	"Jl. Radio IV No. 8 A Kebayoran Baru"	"(021) 72786073"	"(021) 72786074"	"Jakarta Selatan"														
"Yayasan Baitul Maal BRI"	"Gedung Olah Raga BRI Lt. 2 Jl. Jend Sudirman Kav. 44-46"	"(021) 57932809"	"(021) 5752724/26"	"Jakarta Barat"	"http://www.ybm-bri.or.id"													
"Dompet Sosial Ummul Quro"	" Jl. Dederuk 30"	"022-2500116"	"022-2500116"	"Bandung"														
